subject,lab,model,nll
SH011,angelakilab,combined_history,0.2885374634457077
SH011,angelakilab,evidence_history,0.32254729595704945
SH011,angelakilab,learning_evidence,0.32371586583735296
SH011,angelakilab,learning_history,0.32549297206694816
SH011,angelakilab,long_evidence,0.2892006480372056
SH011,angelakilab,long_history,0.28991713661094953
SH011,angelakilab,outcome_history,0.3243623002823732
SH020,angelakilab,combined_evidence,0.3112060225884093
SH020,angelakilab,combined_history,0.3108382363834881
SH020,angelakilab,evidence_history,0.3201789937009065
SH020,angelakilab,learning_evidence,0.3168174351463672
SH020,angelakilab,learning_history,0.3163435602467184
SH020,angelakilab,long_evidence,0.31200330734206816
SH020,angelakilab,long_history,0.3117532148715871
SH020,angelakilab,outcome_history,0.3193194066654379
SH023,angelakilab,combined_evidence,0.2565074893451045
SH023,angelakilab,combined_history,0.25625692959625995
SH023,angelakilab,evidence_history,0.26841857725535456
SH023,angelakilab,learning_evidence,0.2644204009204466
SH023,angelakilab,learning_history,0.2640819089163903
SH023,angelakilab,long_evidence,0.2571331885401493
SH023,angelakilab,long_history,0.2570131983451496
SH023,angelakilab,outcome_history,0.2676928285373744
SWC_001,hoferlab,combined_evidence,0.4589644132431292
SWC_001,hoferlab,combined_history,0.4584509184640621
SWC_001,hoferlab,evidence_history,0.4673438774468628
SWC_001,hoferlab,learning_evidence,0.466912897957957
SWC_001,hoferlab,learning_history,0.4657230043888341
SWC_001,hoferlab,long_evidence,0.45970931407552856
SWC_001,hoferlab,long_history,0.4592860951126143
SWC_001,hoferlab,outcome_history,0.4657917391158096
SWC_013,hoferlab,combined_evidence,0.2934013611153053
SWC_013,hoferlab,combined_history,0.2942567400870964
SWC_013,hoferlab,evidence_history,0.3119505524462969
SWC_013,hoferlab,learning_evidence,0.3064497339200904
SWC_013,hoferlab,learning_history,0.3083049757287802
SWC_013,hoferlab,long_evidence,0.29340645269680893
SWC_013,hoferlab,long_history,0.2943350462466817
SWC_013,hoferlab,outcome_history,0.3137526578930188
